,MSFT,MSFT_bid,MSFT_ask,MSFT_vol
2022-09-14,394.62,394.61,394.62,502649.0
2022-09-15,390.13,390.13,390.14,577105.0
2022-09-16,385.63,385.63,385.64,627316.0
2022-09-19,388.54,388.53,388.54,478504.0
2022-09-20,384.17,384.16,384.17,550092.0
2022-09-21,377.39,377.39,377.4,780613.0
2022-09-22,374.23,374.22,374.23,592156.0
2022-09-23,367.92,367.91,367.92,808902.0
2022-09-26,364.31,364.31,364.32,652912.0
2022-09-27,363.39,363.39,363.4,755460.0
2022-09-28,370.49,370.48,370.5,695334.0
2022-09-29,362.82,362.79,362.85,808699.0
2022-09-30,357.19,357.19,357.2,860796.0
2022-10-03,366.61,366.6,366.61,633179.0
2022-10-04,377.94,377.93,377.94,701003.0
2022-10-05,377.16,377.15,377.17,636737.0
2022-10-06,373.22,373.21,373.22,596463.0
2022-10-07,362.81,362.8,362.81,706181.0
2022-10-10,360.07,360.07,360.08,541842.0
2022-10-11,357.75,357.74,357.75,695808.0
2022-10-12,356.55,356.54,356.55,523965.0
2022-10-13,365.95,365.95,365.96,1050831.0
2022-10-14,357.68,357.67,357.68,838652.0
2022-10-17,366.81,366.8,366.81,642200.0
2022-10-18,371.13,371.13,371.13,711747.0
2022-10-19,368.56,368.56,368.57,555517.0
2022-10-20,365.43,365.43,365.43,620727.0
2022-10-21,374.29,374.28,374.29,731877.0
2022-10-24,378.85,378.84,378.85,581447.0
2022-10-25,384.87,384.86,384.87,569566.0
2022-10-26,382.08,382.07,382.09,648571.0
2022-10-27,379.97,379.96,379.97,543396.0
2022-10-28,388.97,388.96,388.97,612977.0
2022-10-31,386.22,386.21,386.22,596622.0
2022-11-01,384.53,384.52,384.53,582820.0
2022-11-02,374.88,374.87,374.88,875917.0
2022-11-03,371.01,371.01,371.02,560676.0
2022-11-04,376.35,376.34,376.35,672488.0
2022-11-07,379.94,379.94,379.95,458631.0
2022-11-08,381.98,381.97,381.98,616322.0
2022-11-09,374.16,374.15,374.16,539226.0
2022-11-10,394.64,394.64,394.65,884139.0
2022-11-11,398.5,398.49,398.5,594767.0
2022-11-14,395.19,395.18,395.19,469762.0
2022-11-15,398.55,398.54,398.55,630357.0
2022-11-16,395.53,395.51,395.54,454090.0
2022-11-17,394.28,394.27,394.28,494857.0
2022-11-18,396.09,396.08,396.09,526234.0
2022-11-21,394.59,394.58,394.59,353006.0
2022-11-22,399.87,399.86,399.87,395611.0
2022-11-23,402.39,402.39,402.4,468263.0
2022-11-25,402.25,402.25,402.26,158551.0
2022-11-28,395.92,395.92,395.92,432558.0
2022-11-29,395.25,395.25,395.26,388075.0
2022-11-30,407.45,407.45,407.46,859757.0
2022-12-01,407.38,407.37,407.38,530326.0
2022-12-02,406.87,406.86,406.87,513953.0
2022-12-05,399.62,399.61,399.62,501248.0
2022-12-06,393.86,393.86,393.86,562006.0
2022-12-07,393.14,393.14,393.15,427331.0
2022-12-08,396.22,396.21,396.22,404616.0
2022-12-09,393.29,393.28,393.29,458237.0
2022-12-12,398.92,398.91,398.92,430621.0
2022-12-13,401.95,401.95,401.96,803851.0
2022-12-14,399.41,399.4,399.41,710058.0
2022-12-15,389.64,389.64,389.65,756488.0
2022-12-16,383.3,383.29,383.3,678204.0
2022-12-19,379.99,379.98,379.99,513856.0
2022-12-20,380.52,380.52,380.52,471053.0
2022-12-21,386.23,386.22,386.23,453938.0
2022-12-22,380.75,380.75,380.76,665799.0
2022-12-23,382.89,382.89,382.9,368928.0
2022-12-27,381.39,381.39,381.4,354923.0
2022-12-28,376.68,376.67,376.68,455418.0
2022-12-29,383.38,383.37,383.39,432768.0
2022-12-30,382.44,382.43,382.44,507351.0
2023-01-03,380.83,380.83,380.84,490284.0
2023-01-04,383.74,383.73,383.74,595092.0
2023-01-05,379.39,379.39,379.4,505922.0
2023-01-06,388.04,388.03,388.04,677886.0
2023-01-09,387.87,387.86,387.87,536162.0
2023-01-10,390.63,390.62,390.63,421299.0
2023-01-11,395.5,395.49,395.5,445464.0
2023-01-12,396.94,396.93,396.95,608741.0
2023-01-13,398.48,398.47,398.48,440058.0
2023-01-17,397.76,397.76,397.77,436684.0
2023-01-18,391.54,391.53,391.54,658205.0
2023-01-19,388.69,388.68,388.7,597359.0
2023-01-20,395.82,395.82,395.83,545591.0
2023-01-23,400.6,400.59,400.6,570077.0
2023-01-24,400.17,400.17,400.17,403436.0
2023-01-25,400.37,400.36,400.37,597162.0
2023-01-26,404.69,404.69,404.7,474086.0
2023-01-27,405.69,405.68,405.7,467767.0
2023-01-30,400.63,400.63,400.64,496890.0
2023-01-31,406.45,406.45,406.46,515468.0
2023-02-01,410.8,410.79,410.8,741544.0
2023-02-02,416.78,416.78,416.78,701371.0
2023-02-03,412.36,412.35,412.36,590242.0
2023-02-06,409.92,409.91,409.92,419124.0
2023-02-07,415.19,415.18,415.19,655271.0
2023-02-08,410.67,410.66,410.68,531213.0
2023-02-09,407.15,407.14,407.16,581862.0
