,MSFT,MSFT_bid,MSFT_ask,MSFT_vol
2023-05-02,28.21,28.21,28.21,2940757.0
2023-05-03,27.81,27.8,27.81,2864555.0
2023-05-04,27.56,27.56,27.57,2315992.0
2023-05-05,28.68,28.68,28.68,2469279.0
2023-05-08,29.15,29.15,29.16,2632804.0
2023-05-09,28.57,28.57,28.57,2165475.0
2023-05-10,28.89,28.89,28.89,2637784.0
2023-05-11,28.58,28.57,28.58,2323573.0
2023-05-12,28.34,28.34,28.34,1953651.0
2023-05-15,28.96,28.96,28.96,2115673.0
2023-05-16,29.21,29.21,29.21,3428168.0
2023-05-17,30.19,30.18,30.19,3082660.0
2023-05-18,31.68,31.68,31.68,5619842.0
2023-05-19,31.26,31.26,31.26,3423859.0
2023-05-22,31.18,31.18,31.18,2707398.0
2023-05-23,30.69,30.68,30.69,2516614.0
2023-05-24,30.54,30.54,30.55,3658746.0
2023-05-25,37.98,37.98,37.98,10191045.0
2023-05-26,38.93,38.92,38.94,5031719.0
2023-05-30,40.11,40.11,40.11,6418890.0
2023-05-31,37.85,37.84,37.87,5645931.0
2023-06-01,39.77,39.76,39.77,4270762.0
2023-06-02,39.32,39.32,39.32,3406683.0
2023-06-05,39.17,39.17,39.17,2791446.0
2023-06-06,38.65,38.65,38.65,2817387.0
2023-06-07,37.49,37.48,37.49,3649416.0
2023-06-08,38.51,38.51,38.52,2968835.0
2023-06-09,38.76,38.76,38.76,3001935.0
2023-06-12,39.5,39.49,39.5,2659126.0
2023-06-13,41.02,41.02,41.03,4353648.0
2023-06-14,43.0,43.0,43.0,5260884.0
2023-06-15,42.65,42.64,42.65,3992326.0
2023-06-16,42.71,42.69,42.72,4158811.0
2023-06-20,43.8,43.8,43.81,2989228.0
2023-06-21,43.04,43.04,43.05,3949002.0
2023-06-22,43.02,43.01,43.02,2899311.0
2023-06-23,42.21,42.21,42.21,2506920.0
2023-06-26,40.64,40.63,40.64,4287446.0
2023-06-27,41.88,41.88,41.88,3217225.0
2023-06-28,41.15,41.14,41.15,4127006.0
2023-06-29,40.85,40.84,40.85,2743786.0
