,MSFT,MSFT_bid,MSFT_ask,MSFT_vol
2005-09-09,124.56,124.55,124.57,391831.0
2005-09-12,124.38,124.36,124.4,308097.0
2005-09-13,123.66,123.65,123.66,529644.0
2005-09-14,123.23,123.22,123.24,467671.0
2005-09-15,123.17,123.16,123.17,547072.0
2005-09-16,123.53,123.52,123.53,625834.0
2005-09-19,123.09,123.09,123.1,478975.0
2005-09-20,122.09,122.09,122.09,758808.0
2005-09-21,120.94,120.93,120.94,851991.0
2005-09-22,121.36,121.35,121.37,730347.0
2005-09-23,121.47,121.46,121.48,536839.0
2005-09-26,121.55,121.53,121.56,625980.0
2005-09-27,121.59,121.59,121.6,607760.0
2005-09-28,121.71,121.69,121.73,535404.0
2005-09-29,122.62,122.62,122.62,616478.0
2005-09-30,123.0,122.99,123.01,442104.0
2005-10-03,122.63,122.61,122.64,447426.0
2005-10-04,121.17,121.17,121.17,547646.0
2005-10-05,119.62,119.61,119.63,968994.0
2005-10-06,119.25,119.23,119.26,1259636.0
2005-10-07,119.62,119.6,119.63,591262.0
2005-10-10,118.61,118.6,118.62,490664.0
2005-10-11,118.47,118.46,118.47,666237.0
2005-10-12,117.52,117.51,117.53,931167.0
2005-10-13,117.49,117.47,117.51,906920.0
2005-10-14,118.68,118.68,118.68,796134.0
2005-10-17,119.11,119.1,119.12,623214.0
2005-10-18,117.84,117.83,117.84,647407.0
2005-10-19,119.76,119.74,119.78,1050033.0
2005-10-20,117.7,117.69,117.71,1165188.0
2005-10-21,118.14,118.13,118.14,789540.0
2005-10-24,119.98,119.98,119.99,673609.0
2005-10-25,119.69,119.68,119.7,724893.0
2005-10-26,119.39,119.38,119.39,731790.0
2005-10-27,118.08,118.07,118.08,632132.0
2005-10-28,119.81,119.8,119.82,650055.0
2005-10-31,120.17,120.16,120.17,702224.0
2005-11-01,120.46,120.44,120.48,600295.0
2005-11-02,121.68,121.67,121.69,647657.0
2005-11-03,122.25,122.25,122.26,733491.0
2005-11-04,122.09,122.07,122.11,498395.0
2005-11-07,122.23,122.23,122.24,446760.0
2005-11-08,122.22,122.21,122.23,358167.0
2005-11-09,122.36,122.35,122.36,526578.0
2005-11-10,123.36,123.36,123.36,690973.0
2005-11-11,123.78,123.77,123.78,327150.0
2005-11-14,123.71,123.7,123.72,624019.0
2005-11-15,123.25,123.25,123.25,635295.0
2005-11-16,123.52,123.51,123.52,452998.0
2005-11-17,124.59,124.57,124.6,548737.0
2005-11-18,125.09,125.09,125.1,616244.0
2005-11-21,125.78,125.78,125.79,415988.0
2005-11-22,126.32,126.31,126.33,537664.0
2005-11-23,127.0,127.0,127.0,429007.0
2005-11-25,127.11,127.11,127.11,128746.0
2005-11-28,126.23,126.23,126.24,483785.0
2005-11-29,126.11,126.1,126.11,465067.0
2005-11-30,125.45,125.45,125.46,469890.0
2005-12-01,126.71,126.7,126.72,588300.0
2005-12-02,126.88,126.87,126.88,406599.0
2005-12-05,126.61,126.6,126.61,469651.0
2005-12-06,126.83,126.82,126.83,523786.0
2005-12-07,126.12,126.11,126.12,601235.0
2005-12-08,126.01,125.99,126.02,557182.0
2005-12-09,126.29,126.28,126.3,460141.0
2005-12-12,126.48,126.48,126.49,447918.0
2005-12-13,127.28,127.27,127.28,710480.0
2005-12-14,127.81,127.8,127.83,596534.0
2005-12-15,127.42,127.45,127.39,497674.0
2005-12-16,126.41,126.4,126.41,352018.0
2005-12-19,125.74,125.73,125.75,451521.0
2005-12-20,125.81,125.8,125.81,430383.0
2005-12-21,126.06,126.05,126.06,451874.0
2005-12-22,126.65,126.65,126.65,288381.0
2005-12-23,126.73,126.74,126.73,256519.0
2005-12-27,125.52,125.51,125.52,412427.0
2005-12-28,125.7,125.69,125.7,260930.0
2005-12-29,125.19,125.19,125.19,303896.0
2005-12-30,124.48,124.51,124.46,402670.0
2006-01-03,126.68,126.68,126.68,642073.0
2006-01-04,127.32,127.31,127.33,454042.0
2006-01-05,127.4,127.4,127.4,419952.0
2006-01-06,128.46,128.45,128.46,527588.0
2006-01-09,128.8,128.79,128.8,404338.0
2006-01-10,128.93,128.93,128.92,392853.0
2006-01-11,129.34,129.33,129.34,444022.0
2006-01-12,128.75,128.75,128.76,378046.0
2006-01-13,128.65,128.65,128.65,383990.0
2006-01-17,128.34,128.33,128.36,441497.0
2006-01-18,127.83,127.83,127.82,628450.0
2006-01-19,128.31,128.3,128.31,688826.0
2006-01-20,126.01,126.0,126.01,1020441.0
2006-01-23,126.44,126.43,126.44,522661.0
2006-01-24,126.59,126.58,126.6,498700.0
2006-01-25,126.67,126.66,126.68,757634.0
2006-01-26,127.38,127.36,127.39,575454.0
2006-01-27,128.52,128.51,128.53,564087.0
2006-01-30,128.46,128.45,128.46,317086.0
2006-01-31,127.56,127.55,127.56,594684.0
2006-02-01,128.41,128.4,128.43,574102.0
2006-02-02,126.91,126.91,126.9,700361.0
2006-02-03,126.31,126.3,126.32,673784.0
2006-02-06,126.63,126.61,126.64,423559.0
2006-02-07,125.53,125.52,125.54,638643.0
2006-02-08,126.63,126.63,126.63,516583.0
2006-02-09,126.41,126.4,126.41,541311.0
2006-02-10,126.67,126.66,126.69,586220.0
2006-02-13,126.45,126.44,126.46,421860.0
2006-02-14,127.71,127.7,127.72,815905.0
2006-02-15,128.18,128.17,128.18,751426.0
2006-02-16,129.15,129.14,129.15,531011.0
2006-02-17,128.84,128.82,128.85,366695.0
2006-02-21,128.52,128.51,128.52,393844.0
2006-02-22,129.25,129.25,129.26,352659.0
2006-02-23,129.06,129.05,129.06,386622.0
2006-02-24,129.38,129.37,129.38,301558.0
2006-02-27,129.5,129.5,129.5,333387.0
2006-02-28,128.28,128.28,128.27,684131.0
2006-03-01,129.32,129.32,129.33,431660.0
2006-03-02,129.32,129.31,129.34,493197.0
2006-03-03,128.81,128.8,128.81,615149.0
2006-03-06,128.16,128.16,128.17,498854.0
2006-03-07,127.97,127.96,127.97,548661.0
2006-03-08,128.27,128.25,128.28,611250.0
2006-03-09,127.45,127.45,127.44,495304.0
2006-03-10,128.56,128.56,128.57,530797.0
2006-03-13,128.87,128.86,128.88,412018.0
2006-03-14,130.16,130.16,130.17,608315.0
2006-03-15,130.74,130.73,130.75,446099.0
2006-03-16,131.0,130.98,131.01,552851.0
2006-03-17,130.59,130.58,130.59,424894.0
2006-03-20,130.38,130.37,130.39,386737.0
2006-03-21,129.63,129.62,129.63,784580.0
2006-03-22,130.39,130.38,130.4,448544.0
2006-03-23,130.13,130.13,130.14,400849.0
2006-03-24,130.24,130.24,130.24,396975.0
2006-03-27,130.05,130.05,130.05,295563.0
2006-03-28,129.25,129.25,129.26,750323.0
2006-03-29,130.04,130.05,130.03,550601.0
2006-03-30,129.81,129.8,129.82,651104.0
2006-03-31,129.84,129.83,129.84,543611.0
2006-04-03,129.71,129.7,129.71,563068.0
2006-04-04,130.57,130.57,130.58,517671.0
2006-04-05,131.05,131.04,131.05,478724.0
2006-04-06,130.91,130.91,130.9,481228.0
2006-04-07,129.56,129.55,129.56,681912.0
2006-04-10,129.78,129.77,129.78,378769.0
2006-04-11,128.69,128.68,128.69,658855.0
2006-04-12,128.86,128.85,128.87,405787.0
2006-04-13,128.75,128.74,128.75,473710.0
2006-04-17,128.64,128.63,128.65,590138.0
2006-04-18,130.68,130.68,130.68,812829.0
2006-04-19,130.97,130.97,130.98,730776.0
2006-04-20,131.13,131.12,131.13,792745.0
2006-04-21,131.12,131.12,131.11,651553.0
2006-04-24,130.91,130.9,130.91,485664.0
2006-04-25,130.38,130.37,130.38,796491.0
2006-04-26,130.43,130.42,130.44,541046.0
2006-04-27,131.02,131.01,131.03,1145786.0
2006-04-28,131.39,131.42,131.36,490791.0
2006-05-01,130.43,130.43,130.43,594704.0
2006-05-02,131.41,131.4,131.42,421050.0
2006-05-03,130.88,130.87,130.88,564288.0
2006-05-04,131.32,131.32,131.33,399382.0
2006-05-05,132.54,132.53,132.55,533372.0
